cancion,segmento,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,label,label_id
classical.00001,3,-328.1332397460937,142.08428955078125,-20.58353042602539,26.01425170898437,-5.715686321258545,17.663288116455078,-1.7088966369628906,3.3422420024871826,-8.421607971191406,2.7196569442749023,classical,0
classical.00001,4,-330.62811279296875,133.35618591308594,-21.2553768157959,29.319337844848636,-17.201269149780273,24.146615982055664,-6.588827610015869,9.193266868591309,-11.84872341156006,-1.4879634380340576,classical,0
classical.00001,5,-311.6351013183594,146.61505126953125,-44.873294830322266,16.754547119140625,-17.44352912902832,28.925540924072266,-0.4819979071617126,2.3289575576782227,-9.318404197692873,4.123939037322998,classical,0
classical.00001,6,-356.91851806640625,129.39596557617188,-23.08460807800293,19.60138511657715,-17.77178955078125,24.196611404418945,-2.534883499145508,-0.5655017495155334,-16.99807357788086,-8.021347045898438,classical,0
classical.00001,7,-315.808837890625,137.52346801757812,-36.32638168334961,23.42677879333496,-23.661252975463867,25.341251373291016,-6.526585102081299,6.201564788818359,-18.13040542602539,0.1032894402742385,classical,0
classical.00001,8,-321.7333068847656,125.65528869628906,-36.71809768676758,24.24650001525879,-18.954484939575195,30.22049140930176,-6.202922344207764,-4.873161315917969,-19.38287353515625,0.1648381203413009,classical,0
classical.00001,9,-317.4143981933594,135.35435485839844,-34.3030891418457,28.44735717773437,-19.8094539642334,28.68277931213379,-12.227660179138184,2.5137269496917725,-13.906075477600098,6.466233730316162,classical,0
classical.00002,0,-211.6661376953125,144.35569763183594,-46.25286865234375,27.69222068786621,-21.979427337646484,28.780336380004883,-11.448368072509766,7.270463466644287,-23.689456939697266,3.0167489051818848,classical,0
classical.00002,1,-226.84852600097656,143.0257110595703,-43.57706069946289,21.84456443786621,-23.546022415161133,27.63173484802246,-8.330601692199707,3.791329860687256,-24.72246551513672,0.6248586773872375,classical,0
classical.00002,2,-243.50558471679688,135.44940185546875,-35.23599624633789,28.113842010498047,-20.798885345458984,33.47381591796875,-6.448988914489746,14.15815258026123,-17.970529556274414,6.499772548675537,classical,0
classical.00002,3,-222.94029235839844,157.08035278320312,-25.378782272338867,47.54851150512695,-10.379730224609377,13.642748832702637,-16.30535888671875,7.676447868347168,-14.178363800048828,9.177523612976074,classical,0
classical.00002,4,-257.1538391113281,142.26171875,-29.905506134033203,38.23396301269531,-14.148661613464355,21.294301986694336,-17.359119415283203,8.760687828063965,-18.91185760498047,10.255810737609863,classical,0
classical.00002,5,-241.16873168945312,142.27256774902344,-32.667598724365234,28.567901611328125,-15.786256790161133,24.91200828552246,-6.448851585388184,12.164093017578123,-20.04324722290039,1.9223071336746216,classical,0
classical.00002,6,-234.11544799804688,146.6213836669922,-42.22308349609375,33.78841018676758,-18.572864532470703,26.73032569885254,-12.363037109375,10.322607040405272,-25.358890533447266,7.088942527770996,classical,0
classical.00002,7,-219.31219482421875,145.7930908203125,-41.49827194213867,39.6167221069336,-16.76315689086914,25.46879196166992,-16.89705467224121,7.433115005493164,-18.89324378967285,7.092036247253418,classical,0
classical.00002,8,-250.60693359375,136.02615356445312,-35.757938385009766,35.483646392822266,-19.69219207763672,20.15819549560547,-19.845552444458008,9.479413032531738,-19.36947059631348,7.803963661193848,classical,0
classical.00002,9,-255.52685546875,135.72860717773438,-31.45923614501953,25.07368469238281,-17.824474334716797,24.835968017578125,-10.042424201965332,10.009029388427734,-20.783435821533203,3.052954196929932,classical,0
classical.00003,0,-303.1573181152344,129.45309448242188,-45.27436065673828,36.52781677246094,-12.137691497802734,24.679765701293945,-1.5552579164505005,-12.80649757385254,-7.192361831665039,7.494253635406494,classical,0
classical.00003,1,-332.9127502441406,134.1514129638672,-39.2117805480957,35.016075134277344,-7.797654151916504,23.53372573852539,-4.682096004486084,-5.800397396087647,-10.35812282562256,3.034945011138916,classical,0
classical.00003,2,-354.9513244628906,129.6240692138672,-49.6670036315918,43.88145446777344,-11.99635887145996,28.506149291992188,-6.66530179977417,-5.253413200378418,-8.257412910461426,5.564148902893066,classical,0
classical.00003,3,-279.13311767578125,121.1386260986328,-33.36262130737305,46.60477828979492,-11.192509651184082,25.74055290222168,-5.371467113494873,-5.6455159187316895,-7.153222560882568,11.835858345031738,classical,0
classical.00003,4,-369.327392578125,142.191650390625,-31.984289169311523,48.67767333984375,-7.47117280960083,28.820072174072266,-9.722250938415527,10.02379035949707,-8.640552520751953,7.007406711578369,classical,0
classical.00003,5,-451.5481262207031,145.35922241210938,-11.843609809875488,47.94486618041992,-2.9519200325012207,19.70985221862793,-9.314640998840332,9.673067092895508,-7.570452690124512,10.204750061035156,classical,0
classical.00003,6,-308.7846984863281,129.30226135253906,-39.18003082275391,44.46686553955078,-22.942920684814453,26.30462455749512,-10.444157600402832,3.75869345664978,-10.77431869506836,9.54226016998291,classical,0
classical.00003,7,-340.7367553710937,145.22023010253906,-41.15138244628906,46.02321243286133,-11.120569229125977,24.846290588378903,-9.247549057006836,2.3480029106140137,-3.4371674060821533,14.504549980163574,classical,0
classical.00003,8,-277.7309265136719,139.13560485839844,-44.18328094482422,47.25697708129883,-11.49399471282959,32.46510696411133,-1.0466423034667969,-0.4647388756275177,-6.638462543487549,5.504426002502441,classical,0
classical.00003,9,-297.8175354003906,137.74057006835938,-46.31580352783203,41.75982284545898,-15.198137283325195,27.870744705200195,-6.277289390563965,-0.3779609203338623,-6.121930599212647,8.064724922180176,classical,0
classical.00004,0,-272.3611755371094,129.50228881835938,-31.82197570800781,36.02393341064453,-16.947994232177734,10.36802864074707,-22.57575798034668,12.440014839172363,-12.599942207336426,10.222667694091797,classical,0
classical.00004,1,-267.9282531738281,126.322998046875,-23.370067596435547,31.249887466430664,-14.396921157836914,9.787510871887209,-15.66270637512207,6.722589492797852,-10.361427307128906,3.179882287979126,classical,0
classical.00004,2,-264.6616516113281,113.42645263671876,-34.34317398071289,35.82004165649414,-21.71748733520508,9.276803016662598,-15.815224647521973,12.807769775390623,-7.986256599426269,2.817993640899658,classical,0
classical.00004,3,-257.8480834960937,106.30728912353516,-40.019439697265625,32.176841735839844,-23.132665634155277,10.479079246520996,-13.920126914978027,18.36609268188477,-1.4203137159347534,10.088506698608398,classical,0
classical.00004,4,-232.07470703125,113.62545013427734,-45.13596725463867,34.4993896484375,-23.721240997314453,14.574125289916992,-15.078475952148438,7.527617931365967,-4.6515631675720215,16.023454666137695,classical,0
classical.00004,5,-251.9658660888672,136.43740844726562,-47.99645614624024,30.47126007080078,-14.559784889221191,18.379962921142575,-17.64759063720703,0.1959356516599655,-6.696444034576416,10.869297981262209,classical,0
classical.00004,6,-251.04107666015625,117.4314422607422,-34.605430603027344,31.13259506225586,-21.623815536499023,5.759040355682373,-23.433868408203125,17.249906539916992,-6.704658508300781,0.3939720690250397,classical,0
classical.00004,7,-267.6431579589844,119.35400390625,-38.62032699584961,33.51145553588867,-20.40608787536621,10.186864852905272,-17.781648635864258,12.147889137268066,-2.1854636669158936,14.71902084350586,classical,0
classical.00004,8,-276.7525329589844,117.262939453125,-32.96269607543945,40.0607795715332,-16.922517776489258,15.96285915374756,-21.30954360961914,2.818537712097168,-7.004086494445801,21.998106002807617,classical,0
classical.00004,9,-268.3013916015625,132.24249267578125,-48.67791748046875,34.54071044921875,-12.02700901031494,21.08464241027832,-11.634947776794434,2.295386552810669,-15.940613746643066,9.24136734008789,classical,0
classical.00005,0,-234.0965881347656,154.74276733398438,-23.614126205444336,42.7926025390625,-8.70351505279541,16.634742736816406,-13.678815841674805,11.12785530090332,-11.77153491973877,12.672246932983398,classical,0
classical.00005,1,-210.7062225341797,140.36781311035156,-32.443599700927734,48.88505554199219,-12.67507553100586,17.45010757446289,-15.797274589538574,14.285874366760254,-14.086462020874023,14.983199119567873,classical,0
classical.00005,2,-233.86016845703125,139.57003784179688,-31.778785705566406,44.65153503417969,-13.047019958496094,12.43475341796875,-17.29208755493164,8.370378494262695,-11.24295425415039,10.318471908569336,classical,0
classical.00005,3,-239.95074462890625,143.64930725097656,-37.80675506591797,46.44682312011719,-13.03479290008545,7.8609619140625,-16.053298950195312,10.241619110107422,-6.505366325378418,12.55388641357422,classical,0
classical.00005,4,-429.3850402832031,139.63206481933594,-42.363407135009766,25.096553802490234,-3.249140739440918,-5.584903717041016,-5.40285062789917,-8.355023384094238,-9.9752197265625,-8.318059921264648,classical,0
classical.00005,5,-383.1802062988281,127.962646484375,-37.07176971435547,24.88419342041016,-5.679851531982422,-3.873313188552856,-6.532713890075684,-4.345572471618652,-7.966578006744385,-2.576336622238159,classical,0
classical.00005,6,-232.72689819335935,137.18157958984375,-28.870662689208984,47.00382232666016,-8.59886360168457,13.291290283203123,-17.368879318237305,9.45582103729248,-13.673803329467772,8.840354919433594,classical,0
classical.00005,7,-208.63720703125,145.105712890625,-37.16435623168945,42.72069549560547,-12.099023818969728,8.912975311279297,-16.88745880126953,6.369381904602051,-13.67979335784912,9.70684814453125,classical,0
classical.00005,8,-281.040283203125,149.01832580566406,-30.88634490966797,42.49789810180664,-10.41579246520996,11.9316987991333,-13.150384902954102,6.619684219360352,-12.3156156539917,5.456211090087891,classical,0
classical.00005,9,-216.27001953125,146.94113159179688,-35.98955154418945,44.3789291381836,-10.820659637451172,10.058676719665527,-12.260223388671877,7.437636852264404,-10.037516593933104,5.929712772369385,classical,0
classical.00006,0,-273.3216247558594,125.57928466796876,-27.74764442443848,43.54376602172852,-17.11248207092285,17.487886428833008,-13.902987480163574,21.87524032592773,-3.77343225479126,7.173665046691895,classical,0
classical.00006,1,-296.2878723144531,132.28968811035156,-39.85057067871094,41.72101974487305,-19.935365676879883,9.214188575744627,-24.17194938659668,6.6802849769592285,-17.154224395751953,15.75858211517334,classical,0
classical.00006,2,-308.4500732421875,129.79513549804688,-23.708600997924805,47.84877395629883,-7.411248207092285,7.346478462219238,-17.534605026245117,4.668635845184326,-9.459634780883787,1.531193733215332,classical,0
classical.00006,3,-372.9482421875,116.92977142333984,-25.181520462036133,39.32002639770508,-6.793128490447998,6.8832292556762695,-10.403814315795898,-2.584240198135376,-12.383639335632324,6.4189934730529785,classical,0
classical.00006,4,-335.5410461425781,143.33880615234375,-22.10835266113281,34.79741668701172,-8.239389419555664,4.992188453674316,-8.021239280700684,8.853760719299316,-7.399506568908691,5.470146656036377,classical,0
classical.00006,5,-259.4437255859375,142.90667724609375,-23.62715530395508,41.60636138916016,-4.197653293609619,10.240982055664062,-14.708234786987305,8.269795417785645,-9.532499313354492,11.433226585388184,classical,0
classical.00006,6,-270.08380126953125,139.33755493164062,-26.168764114379883,50.94254684448242,-10.648244857788086,15.956862449645996,-18.485353469848636,10.1624755859375,-18.19939994812012,3.030085563659668,classical,0
classical.00006,7,-302.10174560546875,155.31826782226562,-15.075315475463867,45.7053108215332,-6.347442150115967,18.69949722290039,-12.76832389831543,12.087204933166504,-11.35073947906494,6.736441612243652,classical,0
classical.00006,8,-251.4838714599609,154.00709533691406,-30.231426239013672,49.63318634033203,-9.01779842376709,17.08284568786621,-16.221702575683594,11.558096885681152,-13.575926780700684,10.673027992248535,classical,0
classical.00006,9,-312.7545166015625,147.7104034423828,-30.633020401000977,48.21977996826172,-5.754642009735107,18.5277156829834,-14.449248313903809,10.833043098449709,-13.770479202270508,1.1786530017852783,classical,0
classical.00007,0,-266.7689208984375,156.54042053222656,-27.37966537475586,49.27096557617188,-14.093753814697266,10.835925102233888,-11.161388397216797,7.073903560638428,-7.706097602844238,4.329264163970947,classical,0
classical.00007,1,-314.2321472167969,162.1075439453125,-15.424509048461914,34.897518157958984,0.2009882926940918,3.870736122131348,-6.351990222930908,1.185390830039978,-2.957498073577881,-0.5574117302894592,classical,0
classical.00007,2,-456.3559875488281,154.6693878173828,-11.990241050720217,40.45054244995117,0.7349660992622375,17.827163696289062,0.0526644177734851,16.600893020629883,-1.0393933057785034,5.906591415405273,classical,0
classical.00007,3,-220.58419799804688,150.93014526367188,-31.860715866088867,44.2204475402832,-4.409502983093262,9.758686065673828,-9.400809288024902,8.957254409790039,-6.986692905426025,10.40458869934082,classical,0
classical.00007,4,-234.6526031494141,136.85491943359375,-33.95342254638672,48.81674575805664,-13.82888126373291,10.546165466308594,-20.185503005981445,8.049590110778809,-12.165109634399414,11.814014434814451,classical,0
classical.00007,5,-203.3195953369141,127.82064056396484,-33.761898040771484,44.46913146972656,-18.97418975830078,6.289031505584717,-24.25236320495605,10.883532524108888,-16.864269256591797,13.890235900878906,classical,0
classical.00007,6,-337.0766906738281,144.29443359375,-22.09214210510254,44.52364730834961,-7.106136322021484,14.523447036743164,-14.17536163330078,8.759016990661621,-6.60621452331543,12.240726470947266,classical,0
classical.00007,7,-303.2269287109375,129.58551025390625,-18.497318267822266,40.73061752319336,-6.255599021911621,12.541722297668455,-10.234573364257812,14.032453536987305,4.033016204833984,17.948339462280273,classical,0
classical.00007,8,-269.7157592773437,142.1510009765625,-41.4620475769043,42.628173828125,-14.778066635131836,13.122443199157717,-13.244565963745115,7.585623264312744,-6.625692844390869,13.871283531188965,classical,0
classical.00007,9,-315.7325744628906,129.33816528320312,-67.58158874511719,25.464550018310547,-25.799842834472656,7.894694805145264,-6.026598930358887,-14.652508735656738,-13.217287063598633,-2.753171443939209,classical,0
classical.00008,0,-406.61669921875,148.503662109375,-33.9826774597168,44.055702209472656,-9.72876262664795,14.482068061828612,-14.18250846862793,12.406207084655762,-9.1598539352417,10.91542911529541,classical,0
classical.00008,1,-365.5654296875,138.41835021972656,-27.026220321655277,30.223806381225582,-3.977553606033325,1.1461538076400757,-6.823862552642822,7.535524368286133,0.1578020006418228,1.8360867500305176,classical,0
classical.00008,2,-235.63446044921875,141.4163818359375,-40.21271514892578,48.54701614379883,-17.13652801513672,12.4166259765625,-21.907867431640625,10.253955841064451,-15.330649375915527,6.685680866241455,classical,0
classical.00008,3,-283.1704406738281,136.98341369628906,-24.529077529907227,43.42764663696289,-7.057188987731934,11.938408851623535,-15.073484420776367,8.691993713378906,-8.070173263549805,10.706146240234377,classical,0
classical.00008,4,-267.1895446777344,132.88720703125,-40.61573028564453,43.66042709350586,-16.910682678222656,8.146705627441406,-21.34433364868164,9.282840728759766,-13.82332706451416,6.214279174804688,classical,0
classical.00008,5,-334.81158447265625,118.93650817871094,-30.973682403564453,37.13443756103516,-12.424593925476074,5.457592487335205,-17.46077537536621,10.805999755859377,-3.992897272109986,13.042841911315918,classical,0
classical.00008,6,-284.4261474609375,131.2730712890625,-31.4180850982666,42.91267395019531,-11.72323513031006,5.8314714431762695,-14.083795547485352,7.650737762451172,-9.676639556884766,5.520973205566406,classical,0
classical.00008,7,-231.84071350097656,129.45132446289062,-33.923736572265625,43.81304931640625,-16.114126205444336,8.865303993225098,-15.800116539001465,13.220711708068848,-6.983526229858398,9.967506408691406,classical,0
classical.00008,8,-233.91763305664065,120.515869140625,-38.400508880615234,40.26773834228516,-22.698820114135746,4.4732513427734375,-20.77472877502441,7.505104064941406,-13.575297355651855,11.099688529968262,classical,0
classical.00008,9,-300.82843017578125,121.59857177734376,-35.91493225097656,36.33816146850586,-12.373819351196287,9.686963081359863,-20.18378257751465,9.319869995117188,-13.963944435119627,10.798161506652832,classical,0
classical.00009,0,-389.1458435058594,136.5441131591797,-8.467178344726562,48.30681228637695,-15.056634902954102,11.896574020385742,-18.85801124572754,-0.0682790875434875,-18.284334182739254,6.742956638336182,classical,0
classical.00009,1,-349.0613098144531,137.15087890625,-8.756359100341797,44.394649505615234,-17.894813537597656,11.902267456054688,-14.848556518554688,9.046427726745604,-13.379507064819336,15.3638277053833,classical,0
classical.00009,2,-415.41900634765625,112.59674072265624,-11.68210506439209,48.84661102294922,-19.386110305786133,17.06509017944336,-12.535953521728516,10.591445922851562,-15.566460609436035,7.346397876739502,classical,0
classical.00009,3,-265.72576904296875,150.31878662109375,-27.393861770629883,41.361324310302734,-21.62399673461914,9.752779006958008,-18.90528678894043,6.464300155639648,-16.764116287231445,8.152856826782227,classical,0
classical.00009,4,-302.075439453125,152.081787109375,-18.406776428222656,45.48013305664063,-12.73702335357666,15.464293479919434,-10.556469917297363,2.3105061054229736,-13.913204193115234,9.915940284729004,classical,0
classical.00009,5,-354.8494567871094,148.42103576660156,-5.703382968902588,50.54805374145508,-12.047419548034668,19.567819595336918,-7.004554271697998,9.635796546936035,-5.192080974578857,15.372711181640623,classical,0
classical.00009,6,-447.8628540039063,161.62057495117188,3.148740291595459,42.36112594604492,1.254239797592163,14.182538032531738,-4.803742408752441,8.62717056274414,-0.2566583454608917,12.081995964050291,classical,0
classical.00009,7,-452.691650390625,151.0392303466797,-5.458563804626465,52.09358596801758,-7.369857311248779,11.201261520385742,-11.054165840148926,6.121895790100098,-1.9363640546798704,14.950518608093262,classical,0
classical.00009,8,-315.464111328125,140.6660614013672,-10.222415924072266,50.7847900390625,-7.6872944831848145,16.844497680664062,-4.816205978393555,8.009521484375,-14.563817024230955,5.424924850463867,classical,0
classical.00009,9,-300.9559020996094,158.99630737304688,-17.11098861694336,51.00595474243164,-16.038127899169922,17.839937210083008,-12.39554500579834,13.411005020141602,-10.266436576843262,15.773482322692873,classical,0
classical.00010,0,-390.4335021972656,153.2744903564453,-26.028011322021484,38.32224655151367,-9.75999355316162,10.880867004394531,-14.231303215026855,9.890324592590332,-5.902577877044678,6.148595333099365,classical,0
classical.00010,1,-366.7135620117188,144.52938842773438,-30.60990333557129,35.90345001220703,-10.475953102111816,2.4516031742095947,-15.661797523498535,-0.4263369143009186,-7.412547588348389,2.117724895477295,classical,0
classical.00010,2,-233.57456970214844,127.42375183105467,-36.598182678222656,40.42350769042969,-16.49199676513672,9.10103702545166,-13.95469093322754,13.022327423095703,-6.327106952667236,15.055036544799805,classical,0
classical.00010,3,-382.3583068847656,138.37217712402344,-29.761436462402344,38.63258743286133,-9.008394241333008,8.764152526855469,-18.0635929107666,5.671499729156494,-6.778501987457275,7.22230863571167,classical,0
classical.00010,4,-430.9581604003906,135.41880798339844,-26.016298294067383,31.6082706451416,-5.433102130889893,7.847229480743408,-10.764156341552734,0.3115712106227875,-5.628676414489746,5.962055206298828,classical,0
classical.00010,5,-250.05096435546875,131.45672607421875,-37.77075958251953,33.66537094116211,-16.956336975097656,15.725238800048828,-12.156893730163574,3.03043794631958,-22.232208251953125,3.5223004817962646,classical,0
classical.00010,6,-297.6420593261719,127.16619873046876,-37.5143928527832,30.76708984375,-15.613759994506836,18.62575912475586,-14.992448806762695,1.3572648763656616,-20.018970489501957,10.506343841552734,classical,0
classical.00010,7,-253.85411071777344,143.1316680908203,-34.70576095581055,41.425968170166016,-17.28872299194336,13.420130729675291,-10.28819465637207,10.091053009033203,-12.541224479675291,8.221545219421387,classical,0
classical.00010,8,-288.6507263183594,120.9803237915039,-38.61882400512695,36.86045455932617,-20.559356689453125,21.497323989868164,-10.876425743103027,8.948922157287598,-16.01647186279297,11.291142463684082,classical,0
classical.00010,9,-294.9219665527344,128.1627655029297,-48.91604995727539,32.23442840576172,-16.40074920654297,13.465337753295898,-13.89580249786377,-5.458458423614502,-14.524571418762209,14.99795150756836,classical,0
classical.00011,0,-343.88262939453125,141.78152465820312,-15.672905921936035,48.2984733581543,-0.3258496820926666,4.842724323272705,-15.635114669799805,-3.475158214569092,-12.17074966430664,-1.5321440696716309,classical,0
classical.00011,1,-399.0023193359375,181.8863220214844,-5.354894638061523,27.83599853515625,0.7052177786827087,-5.597270488739014,-6.793130397796631,-5.255208492279053,-6.020374298095703,-2.4331960678100586,classical,0
classical.00011,2,-428.0171813964844,195.2266845703125,-8.16134262084961,27.925668716430664,-4.1731719970703125,-10.317959785461426,-12.580448150634766,-10.760662078857422,-10.1222505569458,0.1639708280563354,classical,0
classical.00011,3,-421.7712707519531,196.19818115234372,-29.605541229248047,33.571388244628906,1.1967599391937256,6.000588417053223,-13.373029708862305,4.125888347625732,-2.666609287261963,10.299455642700195,classical,0
classical.00011,4,-395.2932739257813,193.02105712890625,-24.335100173950195,31.17739486694336,-0.1828938126564026,6.444144248962402,-9.84610652923584,0.0455216616392135,-8.670821189880371,6.674930572509766,classical,0
classical.00011,5,-409.12646484375,191.9539337158203,-36.13655471801758,31.48669815063477,-4.255071640014648,0.0156754720956087,-14.815142631530762,-2.7952880859375,-14.47761058807373,-0.085964024066925,classical,0
classical.00011,6,-372.8540954589844,194.3548889160156,-22.38864517211914,29.8144588470459,1.344786286354065,2.142441749572754,-11.839385986328123,-9.34169578552246,-8.138060569763184,11.245165824890137,classical,0
classical.00011,7,-364.7646484375,207.9993438720703,-21.795116424560547,31.547014236450195,-2.4806957244873047,8.415584564208984,-10.698198318481444,-0.2731937766075134,-7.752504348754883,19.20640182495117,classical,0
classical.00011,8,-358.8168334960937,209.125,-17.145307540893555,29.227678298950195,0.9722368717193604,6.0401611328125,-8.443925857543945,-1.2638365030288696,-6.446317195892334,10.171758651733398,classical,0
classical.00011,9,-434.4314270019531,171.52902221679688,-14.138959884643556,41.45619583129883,-11.190366744995115,0.990838885307312,-14.89382266998291,5.304042339324951,-4.173093795776367,19.32139778137207,classical,0
classical.00012,0,-300.3761291503906,172.27978515625,-23.084659576416016,27.81505012512207,-5.359031200408936,4.239245414733887,-7.92780590057373,-4.743349552154541,-11.980127334594728,6.231586933135986,classical,0
classical.00012,1,-340.0807189941406,159.40420532226562,-32.30372619628906,29.857526779174805,-7.620528221130371,-2.284228563308716,-15.774667739868164,-9.323771476745604,-21.49117088317871,0.3740610480308532,classical,0
classical.00012,2,-317.7042541503906,138.21853637695312,-35.08956527709961,43.42448425292969,-14.04422092437744,6.26340389251709,-19.611534118652344,3.048532724380493,-17.650169372558594,13.586085319519045,classical,0
classical.00012,3,-287.6742858886719,159.24050903320312,-37.78816223144531,37.00109100341797,-12.629841804504396,2.096820116043091,-20.984777450561523,2.9485645294189453,-17.60213279724121,1.4388115406036377,classical,0
classical.00012,4,-277.4598693847656,161.78330993652344,-31.335851669311523,41.31147766113281,-7.020847797393799,10.509600639343262,-13.292311668395996,-4.793228149414063,-18.4189395904541,6.385864734649658,classical,0
classical.00012,5,-306.1965637207031,192.81524658203125,-23.165870666503903,30.851655960083008,-0.1871246397495269,5.62421989440918,-8.08512020111084,-4.8658294677734375,-10.839628219604492,2.598362922668457,classical,0
classical.00012,6,-482.6023254394531,165.2565460205078,6.668830394744873,28.553815841674805,8.8677978515625,4.554327964782715,0.1196800842881202,-0.5621953010559082,-3.131159782409668,1.5700125694274902,classical,0
classical.00012,7,-505.62939453125,145.70333862304688,-17.18866729736328,43.5970573425293,1.1490689516067505,6.314138412475586,-4.26911735534668,7.808299541473389,-7.113815307617188,3.906963586807251,classical,0
classical.00012,8,-460.0029296875,113.6570281982422,-41.83077621459961,46.52259826660156,-5.424475193023682,4.407270431518555,-16.532943725585938,6.259638786315918,-1.3613849878311155,21.797605514526367,classical,0
classical.00012,9,-414.789306640625,126.1701889038086,-29.805465698242188,35.84550857543945,1.5645543336868286,0.7118139266967773,-10.37643051147461,-1.934314489364624,-8.434944152832031,0.5266531109809875,classical,0
classical.00013,0,-264.4586486816406,147.54519653320312,-22.08416748046875,44.81594467163086,-7.997614860534668,16.25089454650879,-15.657877922058104,3.20211124420166,-18.18714714050293,12.404556274414062,classical,0
classical.00013,1,-319.2467041015625,139.52825927734375,-24.785831451416016,41.46451568603516,-9.027600288391112,12.564265251159668,-14.05618667602539,9.148362159729004,-9.986835479736328,6.238239765167236,classical,0
classical.00013,2,-398.4028930664063,151.58245849609375,-24.42156791687012,44.18680191040039,-9.030076026916504,4.145551681518555,-18.83211326599121,2.411921501159668,-12.35812282562256,2.4911513328552246,classical,0
classical.00013,3,-487.7166442871094,131.8311004638672,-9.167330741882324,43.535274505615234,-5.123495578765869,9.929764747619627,-13.605917930603027,7.679524898529053,0.7085909247398376,24.046056747436523,classical,0
classical.00013,4,-427.01214599609375,114.35889434814452,-31.67235565185547,35.81583404541016,-12.809934616088867,6.056832313537598,-18.99131965637207,6.569222450256348,-7.2405829429626465,20.21789932250977,classical,0
classical.00013,5,-341.1497497558594,142.6820068359375,-45.21248626708984,29.13858413696289,-9.668030738830566,-1.543049693107605,-14.644553184509276,-2.1467201709747314,-6.49421501159668,8.014719009399414,classical,0
classical.00013,6,-276.21502685546875,162.4217071533203,-39.03486633300781,31.08621406555176,-11.423925399780272,2.9689669609069824,-8.38121509552002,-0.7724146842956543,-7.029892921447754,3.181032419204712,classical,0
classical.00013,7,-202.6275177001953,160.66468811035156,-35.2529296875,33.97490310668945,-14.719390869140623,14.439722061157228,-15.737992286682127,8.7182035446167,-9.416359901428224,15.331323623657228,classical,0
classical.00013,8,-388.6898498535156,162.61573791503906,-16.111072540283203,33.875335693359375,0.6237220168113708,3.82978105545044,-7.587968826293945,1.3133448362350464,-2.642050266265869,7.477693557739258,classical,0
classical.00013,9,-373.355712890625,162.48951721191406,-29.26424789428711,42.07840347290039,-9.027880668640137,4.883072376251221,-18.156932830810547,0.7611574530601501,-16.24047088623047,4.0381178855896,classical,0
