id,title,poster_path,release_date,popularity,reviews
1001311,Under Paris,/qZPLK5ktRKa3CL4sKRZtj8UlPYc.jpg,2024-06-04,976.851,"Under Paris is rather ridiculous French Jaws wannabe. 

Whilst this production is loaded down with the predictable woke tropes I've come to expect from Netflix productions, what really caught my attention was how idiotically implausible the story is. 

In the opening scene a group of male divers is tasked with investigating predation at a oceanic rubbish site, that's ensnared dolphins and other dead, sea life.  Sharks soon turn up leading to the presence of a  female shark, the scientific group have been monitoring.Inexplicably the shark has essentially doubled in size, leading their all knowing female boss to ask the divers to take ""a sample"" from the monster for study, rather than following the sane and reasonable path of fleeing in terror. Predictably, the shark doesn't take this treatment too well and eats the divers. At this point our intrepid female lead having just witnessed the horrific attacks on her research ships monitors, dives into the water, to confront the monster with a spear gun, that would hardly scare a large Tuna. 

Without spoiling things for those who want to watch this, it doesn't get any better from here on in. Really if you are going to make a film of this kind, is it truly that hard to make it, at least, a little believable? 

The acting is alright, as are the action sequences but the sense of ""terror"" found in Jaws is largely absent. The key ingredient that drives, what is essentially a monster movie, forward. 

In summary, sinks beneath its own unbelievable story and  bland exposition. If you really want a oceanic monster film, try Jaws instead."
929590,Civil War,/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,2024-04-10,949.788,"FULL SPOILER-FREE REVIEW @ https://talkingfilms.net/civil-war-review-a-thought-provoking-dive-into-war-journalism-and-moral-complexity/

""Civil War attests to Alex Garland’s fascinating ability to create impactful narratives that provoke deep discussions, beyond his unwavering commitment to the themes and characters at hand, without falling into preachy stances.

A film that transcends political boundaries, focusing on war journalism, the moral dilemmas faced by those who risk their lives to tell stories that cannot be ignored, and the personal transformation necessary to carry out such an inhuman task. The character complexity and the chilling intensity of the cinematography and sound production contribute to a powerfully engaging, repeatedly shocking audiovisual experience.

It’s a tribute to a profession often forgotten, but equally a challenge for viewers to reflect on critical issues in contemporary society.""

Rating: A-"
718821,Twisters,/bYmszCd9kRbwmXWvxMai9Mm9B92.jpg,2024-07-10,871.4,"FULL SPOILER-FREE REVIEW @ https://fandomwire.com/twisters-review-delivering-exactly-what-fans-crave/

""Twisters is exactly what one expects from a disaster flick: a visual spectacle full of action and adrenaline, with a predictable yet effective narrative.

Daisy Edgar-Jones and Glen Powell stand out as protagonists, bringing charisma and chemistry to characters with some emotional depth. Dan Mindel's cinematography and Benjamin Wallfisch's score add to the immersion layer of the summer blockbuster.

It doesn't bring anything new to the genre, nor does it need to, as it fulfills its sole, valid purpose of entertaining its target audience while still respecting the victims of natural disasters, reminding us of the importance of humanity and altruism in times of crisis.""

Rating: B-"
762441,A Quiet Place: Day One,/yrpPYKijwdMHyTGIOd1iK1h0Xno.jpg,2024-06-26,807.416,"""Sam"" (Lupita Nyong'o) is living at a residential home when a group of them take a day out to the big city. She only agrees to go if she can have pizza, but that opportunity is soon kiboshed when their minder ""Reuben"" (Alex Wolff) tries to herd them back home after a city-wide alert is called. Things are falling from the sky - and these things are hungry. With carnage ensuing, she and her cat manage to find refuge in the theatre they were attending but with even the slightest of sounds attracting their foes, she realises that heading to Harlem for a Pepperoni from Patsy's might be her best option. Walking silently, she encounters the dazed ""Eric"" (Joseph Quinn) who has come from the UK to study law in the USA and has ended up with much more than he bargained for. Initially reluctant, she agrees to walk with him and gradually a bond develops as the environment gradually and dangerously disintegrates before them. Luckily, the monsters can't swim - so perhaps they can try to make it to the water? Obviously there's not a great deal of dialogue here, so the accumulating sense of (limited) menace is built by two actors who are adequate but who don't really have enough to work with to make this stand out. As ever, the lengths people will go to to save their pets astonishes me. Danger everywhere and yet both feel the need to risk life and limb for a moggy! Bizarre. It's difficult at the best of times to get much traction from prequels, and Michael Sarnoski doesn't really manage to develop the characters or the story beyond this ninety minutes of stand alone cinema that really has little to do with the other, far better, films from earlier in this strand. It's watchable enough, but nothing remarkable. Pity."
1011985,Kung Fu Panda 4,/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg,2024-03-02,710.024,"_Kung Fu Panda 4_ isn’t the best _Kung Fu Panda_ film, or even the best of the series’ three sequels. However, as a fourth film in a franchise, it’s a ton of fun.

And though it’s action isn’t quite as entertaining as its predecessors and it’s unfortunate to see Awkwafina playing yet another thief (_Jumanji: The Next Level_ says hello), for the most part, _Kung Fu Panda 4_ happily skadooshes its way to animated greatness.

**Full review:** https://bit.ly/KuFuPa4"
1214509,In a Violent Nature,/hPfWHgq07nXbeldwEGxWB4JqwtE.jpg,2024-05-31,704.919,"So guess what... A group of loud and brash twenty-somethings decide to take a weekend break in a remote cabin and manage to arouse the wrath of a long buried corpse who emerges and wreaks havoc on them and the poor old park ranger (Reece Presley). Sound familiar? That's probably because this hasn't an original bone in it's body and after about fifteen minutes I suspect you'll just think these kids actually deserve everything that ""Johnny"" can come up with. The victims are the usual mix of couples who are together, were together, want to be together; there's the obligatory couple of lesbians (though not for long) and way, way, too many meandering shots of the malevolent critter walking through the woods time and time again. There's some quite entertainingly graphic use of visual effects now and again as he makes good use of his chain, spike, hook and axe - but the big question is: can he be stopped before auteur Chris Nash starts thinking sequel? I suppose the moral of the story is - don't take things that don't belong to you; and maybe if this were shown in primary schools across the country, it might serve as an effective illustration of the risks of violating the seventh commandment. Mercifully, there's not much dialogue to speak of leaving us with a standard forest slasher that will be fine for wallpaper on the television after you've had a few pints."
150540,Inside Out,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-17,704.738,This is the most incredible movie I've ever seen :)
704673,Trigger Warning,/lJN24nn28s5afC1UnLPYRgYOp1K.jpg,2024-06-20,563.262,"In hot pursuit of the latest girl boss flop that was Fusiosa, comes Trigger Warning. 

The aptly named military action flick can only trigger contempt for its fanciful story line, absurdly unrealistic action, and touting the US military as the good guys.

I don't mind Jessica Alba but this simply does not work. Its action is unrealistic with Alba throwing big men around like rag dolls. Its not helped either by a puerile, done to death back story full of cheesy, pseudo traditionalist, family and pro US military cliches.

The results wholly uninspiring and unintentionally funny, in a corny kind of way. I managed about half of this flick, before calling it a day. 

In summary, if you are going to make a girl boss action flick, at least make it a little believable. If you have a back story try showing a modicum of originality, oh and don't try telling many of us outside the US, that their military are the good guys, that ship has well and truly sailed."
1115623,The Last Kumite,/zDkaJgsPoSqa2cMe2hW2HAfyWwO.jpg,2024-05-09,597.299,"A great throwback to the 80's. Exceptional and amazing soundtrack, lots of training montages, memorable fights, easy to follow through story. This one has it all. A true 80's film, I'd consider it as good as Bloodsport. Great remake."
1010600,The Strangers: Chapter 1,/cdFZoQDxLRRWXLB3kxCnc674dBF.jpg,2024-05-15,578.523,"The heavy trailing of this and the fact that it's part one does little to help any sense of menace as we follow the young ""Maya"" (Madelaine Petsch) and boyfriend ""Ryan"" (Froy Gutierrez) on their road trip to Portland. She's heading to start a new job as an architect, and it looks like she might have been responsible for manscaping her boyfriend's perfect visage as this annoyingly loved up and clingy couple arrive at a remote rural diner. They're not married, which seems to rile the locals and when they go to leave, their brand new car won't start. Ha! Luckily, there's an air b'n'b nearby. A remote cabin fully equipped with all the home comforts - even some Dolly to play on vinyl. They're famished so he borrows a motor bike to go fetch some burgers, she's left behind and that's where the paranoia sets in. Is she being watched? Is she alone? Will ""Ryan"" get back before she has finished smoking a dodgy joint, listening to an entire LP and having a long shower? Was the burger joint in California? Anyway, it's soon clear that they are in some danger and together they must use all their skill and guile to stay alive! The scenario works a bit like ""Cabin in the Woods"". The moonlit forest serving as a backdrop for some ridiculous choices and some woefully bad acting/writing. It does manage to engender a slight degree of peril near the conclusion, but there's really nothing at all new here and from fairly early on it is clear just what part two will be all about. Not terrible, but really predicable and disappointingly flat."
7451,xXx,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,2002-08-09,532.863,"Vin Diesel is actually quite good in this as an adventurer who manages, frequently, to wind up US law enforcement by causing mischief and mayhem against those he thinks deserving of exposure. When NSA agent ""Gibbons"" (Samuel L. Jackson) arranges for him and his team to be dumped in the Czech Republic they have a choice - infiltrate a ruthless gang of Russian hoodlums bent on world domination or... go to jail. Initially, the team think it's all an hoax but as it becomes clear that they actually are in a real scenario it all starts to heat up. Diesel has bags of charisma, attitude and muscle on screen, for this. Sure, it's not new nor will the writing and dialogue cause you to need a dictionary (unless you are about seven years old) but as action films go, it is perfectly watchable with plenty of car chases, pyrotechnics and gadgets"
955555,The Roundup: No Way Out,/lW6IHrtaATxDKYVYoQGU5sh0OVm.jpg,2023-05-31,540.766,"The latest film in the Roundup franchise, offers yet another fun romp for action fans. 

Whilst rather formulaic, the Roundup South Korean crime action films, are fast paced and innovative enough, to remain fresh and entertaining.  

A basic crime story provides the stage for a variety of fast paced fight scenes that are beautifully choreographed and inventive, not to mention, at times, downright amusing.

In summary, if you love action you wont be disappointed by this film or any in the series. Yes, there are subs but given these films are predominantly driven by exposition, this is hardly an inconvenience."
639720,IF,/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg,2024-05-08,537.142,"FULL SPOILER-FREE REVIEW @ https://fandomwire.com/if-review-a-heartwarming-blend-of-animation-and-live-action-that-surpasses-expectations/

""IF is a delightful surprise that exceeds personal expectations. The skillful blend of 3D animation and live-action brings creativity to a layered, profoundly moving narrative, which explores sensitive themes in a truly genuine, reflective manner while successfully conveying a crucial message about the importance of never forgetting the child within us. Cailey Fleming delivers the best young performance of the year, further enhancing the already highly emotional story, much like Michael Giacchino’s lovely score. As a writer-director, John Krasinski once again demonstrates his innate talent by creating a movie all families can enjoy and cry together. It will linger in the audience’s memory for a long time.""

Rating: A-"
719221,Tarot,/gAEUXC37vl1SnM7PXsHTF23I2vq.jpg,2024-05-01,529.593,"A group of twenty-somethings have rented a ""literal"" mansion (I wish writers would find out what that word means and use it properly!) and are having a few fireside beers outside it whilst subjecting us to their dull relationship issues. Needless to say the gang are a politically correct assemblage that tick just about every box and are frankly all pretty well deserving of what's to come. On that front, the clue's in the title. Exploring the house looking to top up their supply of booze, they find a locked room full of all things occult and that includes an unique set of tarot cards. Rather foolishly, but typically disparagingly, they demand that ""Haley"" (Harriet Slater) read their fortunes. Next thing they are dropping like flies - all in a manner they gradually realise is akin to the results of the tarot reading. As they gruesomely dwindle, they realise that they are going to need some help and so thanks to Google spook, they find a woman (Olwen Fouéré) who informs them of the bleak history of their toxic tarot and tells them that the cards' destruction might be their only road to salvation. Thing is, can they survive long enough to get back to the house? There's nothing at all original here, sorry. We've seen it loads of times before and the uninteresting dynamic between the characters is even more predictable than the denouement. To be fair, the candle-lit visual effects are quite effective at times, but the acting is pretty dreadful and the whole frat-like presentation left me looking at the clock after half an hour. It's a shame. The whole astrology and mythology surrounding the tarot could have offered us a rich vein to tap into and exploit, but here we simply get a rather lazy and formulaic light-horror enterprise that's really devoid of much imagination. Literally."
1086747,The Watchers,/vZVEUPychdvZLrTNwWErr9xZFmu.jpg,2024-06-06,526.129,"A real disappointment.

<em>'The Watchers'</em> holds some promise with its premise, though unfortunately it never really clicks into gear - in my opinion, at least. In fact, the longer it went on the more bored I felt whilst watching. I was waiting for the arrival of the end credits, which I thought were coming after 'the event' seemingly ends... yet the film still goes on for a little while yet.

No-one on the cast did anything that could save this, either. Olwen Fouéré is decent, her character starts off fairly interestingly but by the conclusion I didn't really care for her either. The only positive I have for this 2024 flick is the score, which actually is quite good. Aside from that, this Ishana Night Shyamalan directorial debut underwhelmed me a lot, sadly."
932086,Horizon: An American Saga - Chapter 1,/tMI9SGttUJP96GbIIJOAaaCMkFe.jpg,2024-06-26,525.643,"Well it's certainly a saga! Against a backdrop of the American Civil war we are introduced to half a dozen different spokes on the wheel of pioneering America that gradually head towards a centre of what I assume will be the creation of the fabric of modern day USA by the end of part four. It begins rather brutally when a woman shoots a man then flees the scene with her infant child. Despite her proximity to the victim he survives and orders his two sons to pursue her. Meantime, there's a wagon train heading across the Apache dominated territory under the command of ""Matthew"" (Owen Wilson) and, separately, ""Hayes"" (Kevin Costner) is doing a bit of wintery horse-trading. With the younger Apache restless and determined to do what they can to thwart the encroachment on their ancient hunting grounds, they attack another white-man's settlement decimating the population. It's only after some sterling riding from the young ""Russell"" (Etienne Kellici) to a nearby army post that we meet ""Lt. Gephart"" (Sam Worthington) and his sagely ""Sgt. Major Riordan"" (Michael Rooker) who arrive to pick up the pieces amidst the charred ruins. The survivors include the terrified ""Frances"" (Sienna Miller) and her daughter ""Lizzie"" (Georgie MacPhail) whom they rescue from a tunnel in which they were hiding. The two adults immediately click perhaps offering us a glimmer of romance for the remorseful widow? Across the country, ""Hayes"" arrives in a small settlement where he encounters the good-time girl ""Marigold"" (Abbey Lee) and her young baby who just happen to be the one the avenging sons are looking for. Needless to say he, and his Colt revolver, have to come to the rescue and they decide it's better to take to the hills to avoid yet more trouble. With the forbidding west outstretched before these characters and the dangers and demons of their pasts never far behind them, the adventure is teed up for part two. To be fair, this looks great with some stunning drone cinematography illustrating really well the the scope of this virgin land that is every bit as hostile at times as those who have lived there for generations. There's also some impressive battle scenes as the maturing natives try to protects their homeland. The style of the rest of the narrative is just all a bit too bitty, though. Costner doesn't really appear until hour two and the substantial elements of the plot draw heavily from a very well established genre that it was always going to be difficult to reinvent or reimagine. The score helps it along rousingly at times and dialogue is sparingly used by most of the characters which is also quite a sensible tactic as we quickly realise we are in for just as long a slog as the settlers. It's the necessary character establishment part of this story which we can only hope will pad out the people more and rely less on the visuals as the story progresses. Otherwise, it's not really much better than a series of episodes of ""Bonanza"" bolted together."
746036,The Fall Guy,/tSz1qsmSJon0rqjHBxXZmrotuse.jpg,2024-04-24,512.661,"FULL SPOILER-FREE REVIEW @ https://talkingfilms.net/the-fall-guy-review-a-thrilling-tribute-to-the-unsung-heroes-of-cinema/

""The Fall Guy emerges as a passionate ode to the brave, audacious stunt doubles, neglected by the film industry for so many decades. David Leitch offers an experience full of action, comedy, romance, and mystery, highlighted by the impressive physical feats performed by the stunt department, mostly without the aid of visual effects.

It’s a necessary tribute to those who risk their lives daily to elevate the entertainment power of cinema. Although it occasionally loses focus due to multiple storylines, the movie conveys a clear message about the importance of creative freedom and respect for all involved in filmmaking.

With charismatic performances by Ryan Gosling and Emily Blunt, as well as an energetic score by Dominic Lewis, this celebration of cinema and the hard work behind the scenes is one of this year’s must-see IMAX screenings.""

Rating: A-"
614933,Atlas,/bcM2Tl5HlsvPBnL8DKP9Ie6vU4r.jpg,2024-05-23,485.725,"Atlas would have worked a lot better had it not been used as a vehicle for thinly veiled social engineering. 

Woke nonsense, AI fear mongering and climate agenda's in the form of depopulation, are front and centre, to the point where you simply can't ignore its infuriatingly tiresome, finger wagging. 

A drippy robot named Zoe, that whinges about its pronouns, climate change alarmism with AI that wants to  ""reset"" humanity (heard that before?).

Worse still, this bland, lecturing story, goes nowhere remotely interesting. Its predictable. formulaic fare.

Is there an upside? Its pretty limited. Lots of sci fi eye candy and exposition driven special effects are well done but frankly, that's about it.

In summary, a hollow exposition driven sci fi shell, filled with lecturing alarmist agenda's. I'll pass."
940551,Migration,/ldfCF9RhR40mppkzmftxapaHeTo.jpg,2023-12-06,465.934,"""Mack"" and wife ""Pam"" live contentedly on their pond and are preparing for winter when some migrating ducks break their journey and infect their kids ""Gwen"" and ""Dax"" with the travelling bug. ""Mack"" is adamant that staying home is the best strategy, but the arrival of ""Uncle Dan"" and his daughter's persistence soon persuade him that a trip to Jamaica wouldn't be a bad idea. Off they go and en route encounter the dangers of the big city. That's where they meet the scrawniest but meanest of pigeons ""Chump"" who, after a bit of tussle over a sandwich, agrees to introduce them to the only bird that might know the way to the Caribbean. Snag? Well, he's caged up in a restaurant and the terrifying master-chef keeps the key on his jacket at all times. Can they get the key, free ""Delroy"" the macaw, and then escape the pursuing vengeance of the tattooed, pony-tailed, man with the kitchen knives? The animation is detailed and it's quite watchable this film, but it reminded me quite a lot of ""Ratatouille"" (2007) meets ""Chicken Run"" (2000). There's plenty of colourful action and the narrative does imbue some character into the two children, particularly, but otherwise it's all just a wee bit procedural. It's at the better end of the Illumination factory production line, but it's not a film anyone will likely remember and it did rather shout sequel at me too."
1010581,My Fault,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,459.188,"Someone must have got fed up with the constant slating of the ""After..."" series and thought - ""I know, let's make something that will really make those films look good"". Guess what, they succeeded. ""Noah"" (Nicole Wallace) has had to relocate to live with her mother and her new husband in a palatial home that also happens to be occupied by her rather weedy step-brother ""Nick"" (Gabriel Guevara). Now the two do not hit it off. He's a bit of a cocky git and she's equally no-nonsense about things - so that ought to be the end. Rock and hard place kind of thing. Nope, no such luck. For almost two hours this takes us on the most predictable of romantic dramas that actually manages to incorporate car chases, fist fighting, sex, familial drama, more (beach) sex and a kidnapping. I would say you couldn't make it up, but clearly the series-prone author Mercedes Ron did in her novel. Amazon have early thrown some cash at this, but little of it was spent on the screenplay and the acting - well Wallace reminded me a little of Shailene Woodley but ""Nick"" is just an overblown drip - with or without his clothes. I know I'm not the demographic for this, but yikes - I wonder who really would appreciate this banal film. Bring back ""90210""!!"
1096197,No Way Up,/hu40Uxp9WtpL34jv3zyWLb5zEVY.jpg,2024-01-18,453.507,"Terrible Script, dialogue, directing, hammy editing. Music is meh. Poor acting (but they clearly got no support). This crap show's the contempt producers like this have for the audience that gives them money. The writer, director, producers and editor must have been so full of ego that I bet continues today, despite the poor reviews. During the boring minutes (90) I drifted off imagining them all working on these scenes thinking they were amazing, and trying to understand the level of narcissism required. Just delusional film makers that like the smell of each others farts. During the credits I imagined the director is still down there and that's what got it 0.5 rather than 0."
437342,The First Omen,/uGyiewQnDHPuiHN9V4k2t9QBPnh.jpg,2024-04-03,451.524,"FULL SPOILER-FREE REVIEW @ https://fandomwire.com/the-first-omen-review-a-must-watch/

""The First Omen holds many narrative issues and a too-safe ending, but it deserves to be seen on the big screen due to its grotesque practical effects, hauntingly well-built atmosphere, and one of the most impressive, transformative performances of the year by Nell Tiger Free.

Debutant filmmaker Arkasha Stevenson clearly leaves her mark on a technically sublime film that easily becomes the best installment of the franchise after the original movie.

Lead yourself into temptation and embrace the incarnated evil. You won't regret it.""

Rating: B-"
693134,Dune: Part Two,/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,2024-02-27,449.828,"FULL SPOILER-FREE REVIEW @ https://talkingfilms.net/dune-part-two-review-the-new-generational-epitome-of-sci-fi-epics/

""Dune: Part Two surpasses even the highest expectations, establishing itself as an unquestionable technical masterpiece of blockbuster filmmaking.

With a narrative that deepens the complex web of political relationships, power, faith, love, and destiny, it not only provides a breathtaking audiovisual spectacle, thanks to the genius of Denis Villeneuve, Greig Fraser, and Hans Zimmer, but it also offers a profound meditation on universal human themes through thematically rich world-building and thoroughly developed characters. The superb performances of the entire cast, led by a career-best Timothée Chalamet and a mesmerizing Zendaya, further elevate this incredibly immersive cinematic experience.

It warrants comparisons with the greatest sequels in history, easily becoming the new generational epitome of sci-fi epics.""

Rating: A+"
